Time,Text,City,County,State
2022-04-10 20:19:29+00:00,"b'America is falling apart. So just to make your day a tiny bit better, here is a meme!\n #gunrights #conservative\xe2\x80\xa6 https://t.co/Z5d4MOm5vr'",,,,
2022-04-10 20:15:07+00:00,b'\xf0\x9f\x92\xaf% truth\xe2\xac\x87\xef\xb8\x8fSad that many #Conservatives #CONSERVATIVE voters don\xe2\x80\x99t even realize this. Wish we had unbiased #cdnmedia\xe2\x80\xa6 https://t.co/FKf8ptYymu',,,,
2022-04-10 19:59:38+00:00,"b'@TimHoustonNS Are you actively trying to get the Liberals re-elected? Because tone deaf posts like this, during the\xe2\x80\xa6 https://t.co/Gr5nM8G7eN'",,,,
2022-04-10 19:53:13+00:00,b'TedCruz: This article raises serious questions about the politicization of DOJ &amp; the FBI. \n\nBoth need to answer the\xe2\x80\xa6 https://t.co/BvMv7676X5',,,,
2022-04-10 19:49:15+00:00,b'A must watch for politics students: \ntracing the close ideological &amp; personal bonds between Thatcher &amp; Reagan in th\xe2\x80\xa6 https://t.co/Wi03usNayf',,,,
2022-04-10 19:42:16+00:00,"b""#Liberal folks sometimes are more #CONSERVATIVE than conservatives\n\nThey're pro political establishment, sexist, an\xe2\x80\xa6 https://t.co/EmniV2J34m""",,,,
2022-04-10 19:28:40+00:00,b'@heidiganahl @charliekirk11 This guy is the real deal - a brilliant #CONSERVATIVE #activist who knows  another real\xe2\x80\xa6 https://t.co/08Ee7MaT78',,Park County,Colorado,United States
2022-04-10 19:24:43+00:00,b'Does this make sense to anyone but me???!!! #LiberalismIsAMentalDisorder #Liberalhypocrisy #CONSERVATIVE\xe2\x80\xa6 https://t.co/m7vUpStWKO',,,,
2022-04-10 19:23:07+00:00,b'liars- #CONSERVATIVE is one of the parties for ytrcsts in #canada https://t.co/BEbslTOgjY',,,,
2022-04-10 19:22:22+00:00,"b'@heidiganahl You\xe2\x80\x99ve got the #CONSERVATIVE moxie, big ideas and executive chops to #save #colorado from\xe2\x80\xa6 https://t.co/5gz66ZvE50'",,Park County,Colorado,United States
2022-04-10 19:21:39+00:00,b'@ssamuvlog hopefully not i think shes #conservative',,,,
2022-04-10 19:19:30+00:00,b'@RishiSunak Such a shame you do not show as much interest in rule breaking when its your government members who do\xe2\x80\xa6 https://t.co/K4IfBaGKv8',,,,
2022-04-10 18:48:24+00:00,"b'@RMurphy24 @PierrePoilievre So many people support Poilievre, a #Conservative who supported domestic terrorism ?\nSuprising in #Canada'",,,,
2022-04-10 18:37:36+00:00,b'@did_40 @terryelaineh1 https://t.co/T9B8BKVcTI\nand the #CONSERVATIVE party is asleep...and somehow @UKLabour have l\xe2\x80\xa6 https://t.co/2pHzGEczWH',England,Leicestershire,,United Kingdom
2022-04-10 18:34:55+00:00,b'Do as I say not as I do. Rules for THEE but not for me. #masks #nyc #hypocrite #ericadams #conservative https://t.co/SI1WXyIGX3',San Antonio,Bexar County,Texas,United States
2022-04-10 18:32:19+00:00,b'Together with me team at United Inland Empire - #Conservative Summit https://t.co/59e7k3hck5',Los Angeles,Los Angeles County,,United States
2022-04-10 18:22:44+00:00,b'@Bloobank @ScotTories #Conservative #NoPolicies #Nothing #Positive #Same #Tired #SNP #Bad #Yesterdays #Politics\xe2\x80\xa6 https://t.co/6EEPYhnhcR',,,,
2022-04-10 18:20:46+00:00,"b'@ChadGilmartinCA #CHARLAMAGNE: ""A LOT OF BLACK PEOPLE FEEL #DEMOCRATS HAVE KEPT NO PROMISES""\n\n#PETEBUTTIGIEG: REALL\xe2\x80\xa6 https://t.co/uPU2FVRTHo'",,,,
2022-04-10 18:20:34+00:00,b'@hsamnah @frenchie_jenn @ctvqp @JeanCharest_ @PierrePoilievre @CPC_HQ It was an example. His conservative govt has\xe2\x80\xa6 https://t.co/NhzXwkkZPD',,,,
2022-04-10 18:20:23+00:00,"b'@RNCResearch #CHARLAMAGNE: ""A LOT OF BLACK PEOPLE FEEL #DEMOCRATS HAVE KEPT NO PROMISES""\n\n#PETEBUTTIGIEG: REALLY? \xf0\x9f\x98\xb3\xe2\x80\xa6 https://t.co/TLGAjR8RBs'",,,,
2022-04-10 18:20:02+00:00,"b""Uncle Don's #NewWorldOrder\n\nThe most reckless ride you have ever taken on a book!  #KindleUnlimited  Paperback too!\xe2\x80\xa6 https://t.co/0O7tU7aeU9""",Ansonia,New Haven County,Connecticut,United States
