Time,Text,City,County,State
2022-04-10 20:10:13+00:00,b'\xe2\x80\x9cThe truth is that men are tired of liberty\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 19:37:53+00:00,b'@TheLeoTerrell Truthfully #WeThePeople don\xe2\x80\x99t want them now. As a #BlackMan @Jim_Jordan is more likely our choice.\xe2\x80\xa6 https://t.co/Utluw6F1yx',,New York County,New York,United States
2022-04-10 19:28:04+00:00,"b""'Tell Us What's Going On': Jim Jordan Demands Answers About School Board Memo \n@Jim_Jordan #MakeAmericaGreatAgain\xe2\x80\xa6 https://t.co/MyyBwa33h0""",,,,
2022-04-10 19:24:43+00:00,b'Does this make sense to anyone but me???!!! #LiberalismIsAMentalDisorder #Liberalhypocrisy #CONSERVATIVE\xe2\x80\xa6 https://t.co/m7vUpStWKO',,,,
2022-04-10 18:57:14+00:00,b'Donald J. Trump Collectible Pocket Watch 80% OFF for T\xcc\x96oday (Limited Offer) \xf0\x9f\xa4\x93\n\n#MondayVibe #TRUMP2024ToSaveAmerica\xe2\x80\xa6 https://t.co/iSbg75OoDd',,,,
2022-04-10 18:46:40+00:00,"b""LUXURY: You won't find a more luxurious time piece that profiles our great P\xcc\x94resident Trump in such an honorable wa\xe2\x80\xa6 https://t.co/qF8f3chf6W""",,,,
2022-04-10 18:34:57+00:00,b'I try NOT to be in the stark Red or Blue polarity but I can\xe2\x80\x99t just stay neutral in the face of everything that\xe2\x80\x99s ha\xe2\x80\xa6 https://t.co/sE6zfBzbo4',,,,
2022-04-10 18:33:12+00:00,b'President Donald J. Trump Col\xcc\x97lectible Pocket Watch - Up to 80% OFF Today Only! - FREE SHIPPING \xf0\x9f\xa4\xa3\n\n\xe2\x9e\xa0\xe2\x80\xa6 https://t.co/DPj18nY9R8',,,,
2022-04-10 18:22:43+00:00,b'T\xcc\x8drump Collectible Pocket Watch -  Up to 80% OFF!  Only Today! (FREE SHIPPING) \xf0\x9f\xa7\x90\n\n\xe2\x87\x92https://t.co/C8sc5MHNPM\n\n#Trump\xe2\x80\xa6 https://t.co/J35AS6cCg0',,,,
2022-04-10 18:17:27+00:00,b'@egyptian_neenan This is the new frontier for space tourism and you are trying to shut it down? Regular air travel\xe2\x80\xa6 https://t.co/Iw9g2Yfr6M',Apollo Beach,Hillsborough County,Florida,United States
2022-04-10 18:15:22+00:00,b'President Dona\xcc\x97ld J. Trump Collectible Pocket Watch - Up to 80% OFF Today! (FREE SHIPPING) \xf0\x9f\x98\x8f\n\n\xe2\x9e\xb8\xe2\x80\xa6 https://t.co/gOg8IIoxH3',,,,
2022-04-10 18:09:08+00:00,b'GIFT: This Iconic Watch Makes a Great Gift for friends &amp; family! Today up \xcc\x97to 80% Off! (FREE SHIPPING) \xf0\x9f\x98\x92\xe2\x80\xa6 https://t.co/RbizJHc9mz',,,,
2022-04-10 18:00:54+00:00,b'Trump Collectible Pocket Watch -  Up to 8\xcc\x8d0% OFF!  Only Today! (FREE SHIPPING) \xf0\x9f\xa4\xa9\n\n#PatriotsUnite #LetsGoBrandon\xe2\x80\xa6 https://t.co/SVpb4D2s8C',,,,
2022-04-10 17:57:43+00:00,"b""Trump Collectible Pocket Watch. EXCLUSIVE: You won't find this offer a\xcc\xa1nywhere else but here! (FREE SHIPPING) \xf0\x9f\xa5\xb3\xe2\x80\xa6 https://t.co/J7f2NCAkb1""",,,,
2022-04-10 17:55:36+00:00,b'Trump Collectible Pock\xcc\x97et Watch - Today Up to 80% OFF! (FREE SHIPPING) \xf0\x9f\x98\x9b\n\n\xe2\x9e\xa3https://t.co/K191iHIe8O\xe2\x80\xa6 https://t.co/3H0pdAe12s',,,,
2022-04-10 17:54:32+00:00,b'President Donald\xcc\x8d J. Trump Collectible Pocket Watch -  Up to 80% OFF!  Today Only ! (FREE SHIPPING) \xf0\x9f\x98\x8a\n\n\xe2\x9e\x9f\xe2\x80\xa6 https://t.co/oYrOxJXY2A',,,,
2022-04-10 17:49:14+00:00,b'Trump Collectible Pocket Watch -\xcc\x8d  Up to 80% OFF!  Only Today! (FREE SHIPPING) \xf0\x9f\xa4\xa0\n\n\xe2\x9e\xa3https://t.co/u4HIwet30N\n\n#Maga\xe2\x80\xa6 https://t.co/dn865Z7Tmr',,,,
2022-04-10 17:46:03+00:00,"b""Trump Collectible Pocket Watch. EXCLUSIVE: You won't find th\xcc\x97is offer anywhere else but here! (FREE SHIPPING) \xf0\x9f\x98\x82\xe2\x80\xa6 https://t.co/PJLlj4znxv""",,,,
2022-04-10 17:42:03+00:00,b'Let\xe2\x80\x99s see lads !! #amiright #TRUMP2024 #fuckjoebiden #MakeAmericaGreatAgain https://t.co/p0tav7tPCc',,,,
2022-04-10 17:41:03+00:00,"b'A New War President for The New World Order https://t.co/gCQcssX8Id #bornova, #winmetawin, #warwanarat\xe2\x80\xa6 https://t.co/PnF6goZweg'",,,,
2022-04-10 17:35:00+00:00,b'We are working tirelessly to thank Reince Priebus for making gang members in West Virginia!\n#MakeAmericaGreatAgain\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nTickets:',,,,
2022-04-10 17:31:04+00:00,"b'A New War President for The New World Order https://t.co/gCQcssX8Id #bornova, #winmetawin, #warwanarat\xe2\x80\xa6 https://t.co/W0hY8l5IxO'",,,,
2022-04-10 17:17:14+00:00,b'President Donald J. Trump Collectible Pocket Watch - Up to 80% OFF T\xcc\x8doday Only! - FREE SHIPPING \xf0\x9f\x98\x8b\n\n#KAG\xe2\x80\xa6 https://t.co/hVPqi7Xq18',Berlin,,,Deutschland
2022-04-10 16:42:57+00:00,b'President Donald J. Trump\xcc\xa1 Collectible Pocket Watch - Up to 80% OFF Today Only! - FREE SHIPPING \xf0\x9f\x99\x84\n\n#TrumpSupporter\xe2\x80\xa6 https://t.co/YcUxgnXkZm',,,,
2022-04-10 16:42:00+00:00,b'So Twitter banned my brother for  saying #TRUMP2024 #SAVEAMERICA #MAKEAMERICAGREATAGAIN #MAGA. Is Twitter and the r\xe2\x80\xa6 https://t.co/N8IrqCtA3k',,,,
2022-04-10 16:40:56+00:00,b'Donald J. Trump Collectible Pocket Watch 80% OFF for Today (Limited Off\xcc\x96er) \xf0\x9f\xa4\xa0\n\n#BringBackTrump\xe2\x80\xa6 https://t.co/GVD74dGvFP',Wichita,Sedgwick County,,United States
2022-04-10 16:33:11+00:00,b'Trump Collectible Pocket Watch -  Up to 80% OFF!  Only Today! (FREE SHIPPING\xcc\xa1) \xf0\x9f\x98\xae\n\n\xe2\x9e\xbehttps://t.co/g9MBZN0LWN\xe2\x80\xa6 https://t.co/x1k3hrgJss',,,,
2022-04-10 16:30:53+00:00,b'Presiden\xcc\x97t Donald J. Trump Collectible Pocket Watch - Up to 80% OFF Today Only! - FREE SHIPPING \xf0\x9f\x98\x91\n\n\xe2\x9e\x9e\xe2\x80\xa6 https://t.co/b1XIq4veUD',San Diego,San Diego County,,United States
2022-04-10 16:25:29+00:00,"b""LUXURY: You won\xcc\x97't find a more luxurious time piece that profiles our great President Trump in such an honorable wa\xe2\x80\xa6 https://t.co/X8tmOVO3KP""",Baltimore,,,United States
2022-04-10 16:11:23+00:00,b'Trump Collectible Pocket Watch - Today Up to 80% OFF! (FR\xcc\x97EE SHIPPING) \xf0\x9f\x98\x9d\n\n\xe2\x9e\xa8https://t.co/KeKS9vw32X\n\n#TrumpRally\xe2\x80\xa6 https://t.co/XGH9z9MMzp',,,,
2022-04-10 15:34:53+00:00,"b'Thinking about the lyrics ""the flag still stands for freedom and they can\'t take that away"" and if the last couple\xe2\x80\xa6 https://t.co/LbCkKVmXav'",,,,
2022-04-10 15:31:05+00:00,"b'A New War President for The New World Order https://t.co/gCQcssX8Id #bornova, #winmetawin, #warwanarat\xe2\x80\xa6 https://t.co/Btc0Bwxa2C'",,,,
2022-04-10 15:16:40+00:00,b'I\xe2\x80\x99m in need of assistance. I\xe2\x80\x99m new to the Republican Party. #YesWeCan #MakeAmericaGreatAgain #AmericasDailyHustler',Indianapolis,Marion County,Indiana,United States
2022-04-10 15:10:11+00:00,b'\xe2\x80\x9cBlood alone moves the wheels of history.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 14:41:18+00:00,b'Noticing anything? #equity #socialism #MakeAmericaGreatAgain https://t.co/YYcIZgFdKV',,,,
2022-04-10 14:39:49+00:00,b'@JoeBiden although will smith smacked someone at some stupid event we didn\xe2\x80\x99t forget about your sons laptop you fuck\xe2\x80\xa6 https://t.co/8P7OXZtWPE',,,,
2022-04-10 14:10:26+00:00,b'\xe2\x80\x9cYou must always be doing things and obviously succeeding.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 13:37:05+00:00,"b'We Can #MakeAmericaGreatAgain ...\n\n""The Long Way Home: Returning America to Her Founding Christian Principles""\n\n\xe2\x8f\xa9 O\xe2\x80\xa6 https://t.co/sAspmKCz9J'",,,,
2022-04-10 13:10:25+00:00,b'\xe2\x80\x9cIt is humiliating to remain with our hands folded while others write history.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 12:21:14+00:00,b'This is what so many R\xe2\x80\x99s meant by #MakeAmericaGreatAgain. #MAGA is and always had been about rolling back progress\xe2\x80\xa6 https://t.co/kLoyikp3Sd',Stow,Summit County,Ohio,United States
2022-04-10 12:10:09+00:00,b'\xe2\x80\x9cI admire the discipline of the American people and their sense of organization.\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
2022-04-10 11:10:36+00:00,b'\xe2\x80\x9cA nation of spaghetti eaters cannot restore Roman civilization!\xe2\x80\x9d \xe2\x80\x93 @realDonaldTrump #MakeAmericaGreatAgain',,,,
